price(euros),energy_class,climate_class,subtype,district,bathroom_lavatory_counts,is_rent,rent_or_sale,floor_num,rooms_num,bedrooms_num,area(m^2)
3200,D,E,Apartment,Paris 7th (75007),3,False,sale,4,4,3,89.0
4505,D,E,Apartment,Paris 3rd (75003),4,True,rent,5,5,4,112.18
1478,A,A,Apartment,Paris 6th (75006),1,True,rent,1,2,1,45.81
1600,D,E,Apartment,Paris 5th (75005),2,True,rent,4,2,2,42.74
2500,D,E,Apartment,Paris 17th (75017),3,True,rent,1,4,3,87.2
2340,E,F,Apartment,Paris 13th (75013),2,True,rent,7,3,2,78.75
6000,E,C,Apartment,Paris 6th (75006),3,False,sale,3,6,3,191.25
3650,D,E,Apartment,Paris 17th (75017),2,True,rent,3,5,2,143.0
6740,D,E,Apartment,Paris 7th (75007),5,True,rent,7,6,5,188.7
2013,D,E,Apartment,Paris 7th (75007),2,False,sale,5,2,2,49.0
5940,D,E,Apartment,Paris 5th (75005),4,True,rent,3,7,4,198.24
1500,D,E,Apartment,Paris 5th (75005),2,True,rent,3,2,2,40.0
1404,D,E,Apartment,Paris 8th (75008),2,False,sale,6,2,2,41.0
10000,D,E,Apartment,Paris 7th (75007),4,False,sale,7,3,4,180.0
2650,D,E,Apartment,Paris 2nd (75002),1,True,rent,3,3,1,70.0
3000,D,E,Apartment,Paris 6th (75006),2,False,sale,3,3,2,72.95
3860,D,E,Apartment,Paris 4th (75004),1,True,rent,2,4,1,101.65
2800,D,E,Apartment,Paris 5th (75005),3,True,rent,4,3,3,74.79
5150,D,E,Apartment,Paris 6th (75006),4,False,sale,1,5,4,125.73
5332,E,E,Apartment,Paris 17th (75017),5,True,rent,5,7,5,190.0
5400,D,E,Apartment,Paris 7th (75007),3,True,rent,3,6,3,170.0
2926,D,E,Apartment,Paris 8th (75008),3,True,rent,6,4,3,111.49
2100,D,E,Apartment,Paris 5th (75005),2,True,rent,3,3,2,75.0
1300,D,E,Apartment,Paris 13th (75013),2,True,rent,5,2,2,40.68
2200,D,E,Apartment,Paris 6th (75006),2,False,sale,4,2,2,58.0
5700,D,E,Apartment,Paris 16th (75016),5,True,rent,1,7,5,200.0
3450,D,E,Apartment,Paris 16th (75016),4,True,rent,2,5,4,141.0
7500,D,E,Apartment,Paris 16th (75016),6,False,sale,3,8,6,291.0
7500,D,E,Apartment,Paris 16th (75016),3,True,rent,5,7,3,280.0
8160,F,E,Apartment,Paris 16th (75016),4,True,rent,Ground,4,4,167.06
4689,D,E,Apartment,Paris 16th (75016),3,True,rent,2,5,3,140.82
2200,D,E,Apartment,Paris 4th (75004),2,True,rent,1,3,2,54.06
1115,D,E,Apartment,Paris 5th (75005),2,True,rent,6,2,2,33.0
1727,E,E,Apartment,Paris 8th (75008),2,False,sale,2,2,2,51.6
1030,A,C,Apartment,Paris 17th (75017),1,True,rent,8,1,1,28.31
4500,D,E,Apartment,Paris 6th (75006),2,False,sale,6,5,2,108.45
3700,D,E,Apartment,Paris 14th (75014),5,True,rent,9,6,5,141.42
3750,D,E,Apartment,Paris 8th (75008),3,False,sale,3,5,3,138.0
2394,E,C,Apartment,Paris 8th (75008),2,True,rent,1,3,2,85.2
3150,E,E,Apartment,Paris 15th (75015),3,True,rent,22,4,3,98.0
1322,D,E,Apartment,Paris 11th (75011),2,True,rent,2,2,2,47.5
1825,D,E,Apartment,Paris 16th (75016),2,False,sale,7,2,2,64.0
7000,D,E,Apartment,Paris 7th (75007),2,True,rent,6,4,2,115.0
7200,E,D,Apartment,Paris 17th (75017),4,False,sale,2,5,4,189.0
1966,D,E,Apartment,Paris 5th (75005),1,True,rent,1,2,1,68.0
200,D,E,Apartment,Paris 16th (75016),0,True,rent,7,4,0,95.0
1070,D,E,Apartment,Paris 7th (75007),2,True,rent,1,2,2,28.0
1950,E,F,Apartment,Paris 5th (75005),2,True,rent,3,2,2,40.86
9710,D,E,Apartment,Paris 16th (75016),7,False,sale,3,7,7,320.0
2900,D,E,Apartment,Paris 8th (75008),3,True,rent,2,4,3,103.0
5280,D,E,Apartment,Paris 6th (75006),3,True,rent,4,4,3,129.0
2000,D,E,Apartment,Paris 6th (75006),1,True,rent,2,2,1,54.2
3157,D,E,Apartment,Paris 8th (75008),1,True,rent,3,4,1,104.51
3000,D,E,Apartment,Paris 6th (75006),3,False,sale,3,3,3,63.0
8180,E,B,Apartment,Paris 7th (75007),6,True,rent,5,5,6,184.0
1804,D,E,Apartment,Paris 16th (75016),1,False,sale,7,3,1,55.5
3200,D,E,Apartment,Paris 17th (75017),1,True,rent,6,4,1,100.4
4877,D,D,Apartment,Paris 16th (75016),4,True,rent,3,5,4,173.0
3243,F,F,Apartment,Paris 7th (75007),2,True,rent,6,4,2,91.6
2200,D,E,Apartment,Paris 5th (75005),1,True,rent,3,2,1,59.22
3000,D,E,Apartment,Paris 6th (75006),2,False,sale,4,3,2,72.0
1750,F,D,Apartment,Paris 3rd (75003),2,True,rent,3,2,2,39.9
2948,D,E,Apartment,Paris 8th (75008),3,False,sale,6,4,3,110.0
3265,D,E,Apartment,Paris 6th (75006),3,False,sale,1,4,3,112.7
4150,D,E,Apartment,Paris 7th (75007),2,True,rent,4,5,2,139.0
830,D,E,Apartment,Paris 5th (75005),2,True,rent,5,1,2,25.5
3300,E,F,Apartment,Paris 16th (75016),2,False,sale,1,3,2,74.0
4360,D,E,Apartment,Paris 6th (75006),4,True,rent,4,3,4,100.13
3990,D,E,Apartment,Paris 17th (75017),3,True,rent,6,6,3,144.5
1995,B,C,Apartment,Paris 17th (75017),2,True,rent,3,2,2,54.0
4240,D,E,Apartment,Paris 7th (75007),3,True,rent,1,6,3,140.0
5280,D,E,Apartment,Paris 7th (75007),4,True,rent,3,6,4,154.0
1800,G,F,Apartment,Paris 17th (75017),2,True,rent,Ground,3,2,60.0
1900,A,A,Apartment,Paris 16th (75016),2,True,rent,6,2,2,47.41
2000,E,E,Apartment,Paris 17th (75017),2,True,rent,5,2,2,60.0
1980,G,F,Apartment,Paris 17th (75017),2,True,rent,Ground,3,2,70.0
11800,C,D,Apartment,Paris 7th (75007),3,True,rent,1,6,3,160.0
1431,D,B,Apartment,Paris 15th (75015),2,True,rent,4,2,2,49.0
5020,D,B,Apartment,Paris 7th (75007),5,True,rent,6,5,5,144.0
3200,E,E,Apartment,Paris 8th (75008),2,True,rent,4,3,2,73.0
1550,G,G,Apartment,Paris 18th (75018),1,True,rent,2,2,1,44.6
3486,E,F,Apartment,Paris 15th (75015),2,True,rent,15,4,2,93.0
1950,D,E,Apartment,Paris 17th (75017),2,True,rent,4,2,2,60.68
1944,E,B,Apartment,Paris 8th (75008),2,True,rent,6,2,2,48.2
5075,G,G,Apartment,Paris 8th (75008),4,True,rent,5,5,4,147.0
5603,F,F,Apartment,Paris 8th (75008),4,True,rent,4,5,4,155.5
3200,D,E,Apartment,Paris 8th (75008),3,True,rent,2,4,3,104.0
4000,F,D,Apartment,Paris 2nd (75002),3,True,rent,1,3,3,134.17
1530,B,B,Apartment,Paris 4th (75004),1,True,rent,3,1,1,34.0
4735,B,C,Apartment,Paris 17th (75017),5,True,rent,5,5,5,156.33
3480,A,A,Apartment,Paris 17th (75017),6,True,rent,6,5,6,100.0
8000,D,C,Apartment,Paris 8th (75008),6,True,rent,5,5,6,150.0
6500,C,B,Apartment,Paris 9th (75009),3,True,rent,4,5,3,178.5
5650,G,F,Apartment,Paris 16th (75016),3,True,rent,6,3,3,106.0
2310,G,G,Apartment,Paris 16th (75016),1,True,rent,7,2,1,66.0
1004,A,A,Apartment,Paris 4th (75004),2,True,rent,1,1,2,23.3
2000,E,F,Apartment,Paris 17th (75017),1,True,rent,5,3,1,55.0
1750,G,F,Apartment,Paris 14th (75014),2,True,rent,7,2,2,34.48
5900,G,F,Apartment,Paris 5th (75005),2,True,rent,6,5,2,137.25
3300,D,E,Apartment,Paris 17th (75017),2,True,rent,1,4,2,120.7
6000,C,D,Apartment,Paris 17th (75017),5,True,rent,1,7,5,234.91
4200,E,E,Apartment,Paris 16th (75016),3,True,rent,3,4,3,122.49
2100,D,B,Apartment,Paris 15th (75015),1,True,rent,2,3,1,64.09
5500,D,D,Apartment,Paris 8th (75008),4,True,rent,5,5,4,193.0
1500,G,F,Apartment,Paris 17th (75017),1,True,rent,5,2,1,38.0
5767,C,F,Apartment,Paris 6th (75006),5,True,rent,1,7,5,227.95
1650,D,E,Apartment,Paris 9th (75009),2,True,rent,2,3,2,51.0
1200,G,C,Apartment,Paris 6th (75006),1,True,rent,2,1,1,24.05
2261,E,B,Apartment,Paris 16th (75016),2,True,rent,6,3,2,62.65
3700,F,G,Apartment,Paris 16th (75016),4,True,rent,6,5,4,120.4
1766,F,G,Apartment,Paris 16th (75016),2,True,rent,6,2,2,40.9
4285,B,B,Apartment,Paris 5th (75005),3,True,rent,1,4,3,123.83
1150,A,B,Apartment,Paris 9th (75009),2,True,rent,1,1,2,33.16
3115,G,G,Apartment,Paris 16th (75016),2,True,rent,11,3,2,75.0
1753,A,A,Apartment,Paris 16th (75016),2,True,rent,1,2,2,56.0
3100,E,B,Apartment,Paris 8th (75008),1,True,rent,3,2,1,43.0
4420,E,F,Apartment,Paris 17th (75017),4,True,rent,5,5,4,125.0
2790,G,G,Apartment,Paris 8th (75008),3,True,rent,5,3,3,80.0
5278,G,F,Apartment,Paris 17th (75017),5,True,rent,2,6,5,163.0
2150,G,F,Apartment,Paris 6th (75006),2,True,rent,2,3,2,50.43
3363,E,D,Apartment,Paris 8th (75008),3,True,rent,5,4,3,105.0
10000,G,G,Apartment,Paris 8th (75008),4,True,rent,3,5,4,196.0
3700,D,B,Apartment,Paris 15th (75015),3,True,rent,Ground,5,3,80.0
2070,G,G,Apartment,Paris 16th (75016),2,True,rent,7,3,2,78.0
3500,B,B,House,Paris 13th (75013),4,True,rent,Ground,3,4,120.0
3511,F,E,Apartment,Paris 16th (75016),2,True,rent,1,4,2,114.09
5000,A,B,Apartment,Paris 17th (75017),4,True,rent,5,5,4,136.0
3110,C,D,Apartment,Paris 9th (75009),2,True,rent,Ground,4,2,90.0
4000,B,A,House,Paris 17th (75017),4,True,rent,Ground,5,4,135.6
4150,B,B,Apartment,Paris 3rd (75003),2,True,rent,5,3,2,103.0
1675,C,B,Apartment,Paris 15th (75015),2,True,rent,3,2,2,36.0
1892,E,B,Apartment,Paris 6th (75006),2,True,rent,3,2,2,66.0
2215,B,C,Apartment,Paris 7th (75007),1,True,rent,4,3,1,63.3
1800,D,E,Apartment,Paris 7th (75007),1,True,rent,7,2,1,29.6
6130,C,B,Apartment,Paris 15th (75015),4,True,rent,6,6,4,198.36
1300,C,D,Apartment,Paris 17th (75017),2,True,rent,1,2,2,41.0
1100,G,F,Apartment,Paris 9th (75009),1,True,rent,Ground,2,1,50.0
2100,F,F,Apartment,Paris 9th (75009),2,True,rent,Ground,3,2,77.58
3149,D,B,Apartment,Paris 15th (75015),3,True,rent,3,4,3,99.1
7500,C,C,Apartment,Paris 16th (75016),4,True,rent,2,6,4,183.0
4000,D,D,Apartment,Paris 7th (75007),3,True,rent,3,4,3,111.0
1877,G,F,Apartment,Paris 6th (75006),1,True,rent,3,3,1,64.0
2800,E,B,Apartment,Paris 6th (75006),2,True,rent,2,4,2,86.3
3500,G,F,Apartment,Paris 18th (75018),0,True,rent,5,3,0,70.0
770,G,F,Apartment,Paris 17th (75017),1,True,rent,Ground,1,1,21.0
3975,B,B,Apartment,Paris 5th (75005),2,True,rent,3,5,2,131.77
6090,G,F,Apartment,Paris 17th (75017),4,True,rent,2,7,4,241.0
1150,E,E,Apartment,Paris 7th (75007),1,True,rent,1,1,1,25.0
3900,A,B,Apartment,Paris 16th (75016),2,True,rent,5,4,2,105.0
6500,D,E,Apartment,Paris 16th (75016),4,True,rent,Ground,5,4,160.0
4819,D,E,Apartment,Paris 17th (75017),3,True,rent,5,6,3,178.0
3000,D,E,Apartment,Paris 16th (75016),2,True,rent,4,3,2,77.0
3500,F,F,Apartment,Paris 7th (75007),4,True,rent,5,4,4,74.4
4494,A,B,Apartment,Paris 8th (75008),3,True,rent,1,5,3,127.44
5000,D,E,Apartment,Paris 16th (75016),3,True,rent,9,6,3,174.05
2190,G,F,Apartment,Paris 10th (75010),2,True,rent,5,3,2,66.0
925,G,G,Apartment,Paris 5th (75005),1,True,rent,3,1,1,31.0
4280,B,B,Apartment,Paris 5th (75005),2,True,rent,7,3,2,99.02
2200,B,B,Apartment,Paris 2nd (75002),2,True,rent,7,2,2,45.77
3200,G,F,Apartment,Paris 17th (75017),3,True,rent,3,3,3,92.76
1520,F,E,Apartment,Paris 16th (75016),2,True,rent,7,2,2,48.0
1900,E,F,Apartment,Paris 18th (75018),2,True,rent,3,2,2,45.0
1210,F,D,Apartment,Paris 5th (75005),2,True,rent,4,2,2,34.71
3680,D,B,Apartment,Paris 7th (75007),3,True,rent,6,4,3,106.0
1570,F,F,Apartment,Paris 15th (75015),2,True,rent,3,1,2,38.02
3800,E,E,Apartment,Paris 7th (75007),2,True,rent,1,4,2,94.75
3286,C,D,Apartment,Paris 8th (75008),3,True,rent,6,3,3,106.0
2600,D,E,Apartment,Paris 15th (75015),2,True,rent,5,4,2,78.0
2410,D,E,Apartment,Paris 7th (75007),2,True,rent,1,3,2,62.0
3400,D,D,Apartment,Paris 16th (75016),2,True,rent,1,4,2,116.04
3075,D,B,Apartment,Paris 15th (75015),3,True,rent,4,4,3,101.2
3000,F,F,Apartment,Paris 16th (75016),2,True,rent,2,2,2,75.03
6170,D,D,Apartment,Paris 16th (75016),3,True,rent,3,6,3,224.8
1900,A,A,Apartment,Paris 16th (75016),2,True,rent,6,2,2,47.41
2500,C,B,Apartment,Paris 7th (75007),2,True,rent,2,2,2,53.42
970,C,C,Apartment,Paris 7th (75007),1,True,rent,2,1,1,21.22
1250,E,E,Apartment,Paris 7th (75007),1,True,rent,1,1,1,25.0
2200,E,D,Apartment,Paris 5th (75005),1,True,rent,7,2,1,56.22
2535,F,E,Apartment,Paris 16th (75016),2,True,rent,1,4,2,92.0
2200,B,C,Apartment,Paris 6th (75006),1,True,rent,5,2,1,49.75
2225,D,B,Apartment,Paris 15th (75015),1,True,rent,1,3,1,80.53
3350,D,E,Apartment,Paris 16th (75016),3,True,rent,6,4,3,100.88
2200,D,B,Apartment,Paris 15th (75015),2,True,rent,7,2,2,75.3
5000,B,C,House,Paris 12th (75012),6,True,rent,1,7,6,229.0
3400,C,E,Apartment,Paris 15th (75015),4,True,rent,3,4,4,103.1
1860,B,C,Apartment,Paris 4th (75004),2,True,rent,4,2,2,49.01
4000,D,E,Apartment,Paris 16th (75016),4,True,rent,9,4,4,123.98
4615,D,E,Apartment,Paris 7th (75007),4,True,rent,4,5,4,148.0
5400,G,F,Apartment,Paris 16th (75016),3,True,rent,5,4,3,144.18
1400,C,B,Apartment,Paris 16th (75016),2,True,rent,Ground,2,2,51.49
2100,A,A,Apartment,Paris 9th (75009),1,True,rent,5,3,1,57.0
1250,G,F,Apartment,Paris 9th (75009),1,True,rent,2,2,1,37.0
2585,G,F,Apartment,Paris 16th (75016),3,True,rent,4,4,3,89.0
1261,E,B,Apartment,Paris 1st (75001),1,True,rent,4,1,1,27.19
3770,G,G,Apartment,Paris 6th (75006),3,True,rent,1,4,3,126.35
2350,A,B,Apartment,Paris 7th (75007),2,True,rent,1,3,2,65.19
200,G,G,Garage/Parking,Paris 3rd (75003),2,True,rent,2,4,2,12.5
4770,D,E,Apartment,Paris 7th (75007),4,True,rent,3,6,4,148.3
2354,G,F,Apartment,Paris 6th (75006),2,True,rent,7,3,2,64.85
1840,G,F,Apartment,Paris 9th (75009),1,True,rent,7,3,1,52.0
5400,G,F,Apartment,Paris 17th (75017),4,True,rent,1,5,4,187.0
4880,D,B,Apartment,Paris 7th (75007),3,True,rent,Ground,3,3,111.17
3025,D,E,Apartment,Paris 18th (75018),2,True,rent,2,3,2,80.0
2300,A,A,Apartment,Paris 17th (75017),2,True,rent,1,3,2,66.78
3932,C,D,Apartment,Paris 8th (75008),3,True,rent,2,5,3,158.22
3200,G,G,Apartment,Paris 16th (75016),3,True,rent,1,5,3,117.0
1450,B,C,Apartment,Paris 2nd (75002),1,True,rent,1,2,1,35.82
2320,G,G,Apartment,Paris 5th (75005),2,True,rent,3,3,2,72.1
2350,D,E,Apartment,Paris 14th (75014),1,True,rent,1,3,1,67.24
2670,G,F,Apartment,Paris 8th (75008),2,True,rent,6,3,2,78.0
3100,D,E,Apartment,Paris 3rd (75003),2,True,rent,2,2,2,74.57
1850,G,D,Apartment,Paris 8th (75008),2,True,rent,2,2,2,37.0
3102,E,E,Apartment,Paris 7th (75007),2,True,rent,1,4,2,103.75
2780,G,F,Apartment,Paris 17th (75017),3,True,rent,5,4,3,117.0
10210,B,C,Apartment,Paris 3rd (75003),3,True,rent,2,5,3,213.73
1950,E,D,Apartment,Paris 15th (75015),1,True,rent,6,2,1,57.05
1600,G,F,Apartment,Paris 16th (75016),1,True,rent,6,2,1,30.0
5500,G,G,Apartment,Paris 3rd (75003),3,True,rent,3,5,3,125.0
9000,G,F,Apartment,Paris 6th (75006),4,True,rent,4,7,4,260.48
1900,E,B,Apartment,Paris 6th (75006),1,True,rent,2,2,1,51.59
3900,D,D,Apartment,Paris 15th (75015),3,True,rent,25,4,3,96.0
2300,G,C,Apartment,Paris 6th (75006),1,True,rent,5,2,1,47.84
2300,D,E,Apartment,Paris 16th (75016),2,True,rent,5,3,2,78.0
3840,G,G,Apartment,Paris 16th (75016),3,True,rent,2,4,3,126.7
2000,C,D,Apartment,Paris 6th (75006),2,True,rent,2,2,2,44.25
6500,D,D,Apartment,Paris 16th (75016),3,True,rent,1,7,3,236.6
3000,G,G,Apartment,Paris 9th (75009),2,True,rent,2,3,2,75.02
1750,E,F,Apartment,Paris 9th (75009),1,True,rent,5,2,1,40.0
2400,G,F,Apartment,Paris 6th (75006),0,True,rent,Ground,2,0,55.35
3600,D,E,Apartment,Paris 15th (75015),3,True,rent,5,6,3,144.21
4250,G,G,Apartment,Paris 18th (75018),3,True,rent,6,4,3,110.0
2620,F,B,Apartment,Paris 15th (75015),2,True,rent,6,3,2,76.37
3900,D,D,Apartment,Paris 15th (75015),3,True,rent,25,4,3,96.0
4990,C,D,Apartment,Paris 7th (75007),3,True,rent,8,6,3,140.0
1900,F,E,Apartment,Paris 16th (75016),2,True,rent,2,2,2,45.16
2750,C,A,Apartment,Paris 5th (75005),2,True,rent,1,3,2,69.06
1685,D,A,Apartment,Paris 6th (75006),1,True,rent,3,2,1,46.03
4250,D,B,Apartment,Paris 7th (75007),4,True,rent,3,5,4,120.75
5000,G,G,Apartment,Paris 8th (75008),3,True,rent,7,4,3,123.0
3500,E,F,Apartment,Paris 7th (75007),3,True,rent,5,3,3,73.04
2200,D,E,Apartment,Paris 16th (75016),2,True,rent,Ground,2,2,53.0
1670,F,C,Apartment,Paris 17th (75017),2,True,rent,5,2,2,40.6
2500,D,E,Apartment,Paris 16th (75016),2,True,rent,4,3,2,77.7
2900,E,F,Apartment,Paris 6th (75006),2,True,rent,1,3,2,88.48
2700,E,E,Apartment,Paris 6th (75006),2,True,rent,1,3,2,78.11
6040,G,G,Apartment,Paris 8th (75008),4,True,rent,2,7,4,189.0
1950,C,B,Apartment,Paris 7th (75007),2,True,rent,2,2,2,60.6
6900,G,G,Apartment,Paris 17th (75017),6,True,rent,3,7,6,243.0
1550,G,G,Apartment,Paris 18th (75018),1,True,rent,2,2,1,44.6
1470,B,C,Apartment,Paris 3rd (75003),1,True,rent,Ground,2,1,36.1
4800,A,A,Apartment,Paris 9th (75009),2,True,rent,3,5,2,167.0
1500,A,A,Apartment,Paris 8th (75008),2,True,rent,3,2,2,46.0
6200,G,F,Apartment,Paris 8th (75008),3,True,rent,4,5,3,138.0
3200,G,G,Apartment,Paris 7th (75007),2,True,rent,Ground,3,2,77.61
1250,G,F,Apartment,Paris 7th (75007),1,True,rent,2,1,1,26.0
4500,D,E,Apartment,Paris 17th (75017),3,True,rent,3,4,3,103.19
1900,F,G,Apartment,Paris 8th (75008),1,True,rent,4,2,1,45.17
1250,E,B,Apartment,Paris 3rd (75003),1,True,rent,6,2,1,26.02
3200,G,F,Apartment,Paris 6th (75006),1,True,rent,1,3,1,73.92
7900,G,F,Apartment,Paris 15th (75015),5,True,rent,5,6,5,190.11
5316,A,A,Apartment,Paris 8th (75008),3,True,rent,5,4,3,160.0
2350,A,A,Apartment,Paris 9th (75009),2,True,rent,6,3,2,58.0
1340,F,E,Apartment,Paris 16th (75016),2,True,rent,Ground,2,2,38.0
1615,G,F,Apartment,Paris 8th (75008),1,True,rent,6,2,1,45.0
1700,E,B,Apartment,Paris 6th (75006),1,True,rent,4,2,1,37.29
2460,G,F,Apartment,Paris 6th (75006),2,True,rent,1,3,2,77.0
2650,F,E,Apartment,Paris 16th (75016),2,True,rent,7,3,2,94.43
4000,G,F,Apartment,Paris 15th (75015),4,True,rent,4,4,4,120.42
4570,G,F,Apartment,Paris 5th (75005),4,True,rent,4,4,4,127.0
2200,G,G,Apartment,Paris 6th (75006),1,True,rent,2,2,1,54.2
3800,F,G,Apartment,Paris 16th (75016),4,True,rent,3,5,4,138.0
2877,G,F,Apartment,Paris 8th (75008),2,True,rent,3,3,2,82.2
4889,E,F,Apartment,Paris 7th (75007),3,True,rent,Ground,5,3,124.0
970,C,C,Apartment,Paris 7th (75007),1,True,rent,2,1,1,21.22
2500,D,F,Apartment,Paris 17th (75017),2,True,rent,3,3,2,80.0
2450,C,D,Apartment,Paris 16th (75016),2,True,rent,1,3,2,63.66
1350,D,E,Apartment,Paris 13th (75013),1,True,rent,28,1,1,33.97
3500,G,F,Apartment,Paris 8th (75008),3,True,rent,4,4,3,104.0
3300,G,G,Apartment,Paris 8th (75008),3,True,rent,1,4,3,109.0
7300,G,F,Apartment,Paris 8th (75008),6,True,rent,3,6,6,255.0
2007,G,F,Apartment,Paris 16th (75016),2,True,rent,6,3,2,67.0
1590,A,A,Apartment,Paris 17th (75017),2,True,rent,7,2,2,43.0
3810,G,F,Apartment,Paris 16th (75016),3,True,rent,4,5,3,143.0
5070,F,E,Apartment,Paris 16th (75016),4,True,rent,5,5,4,172.0
4000,C,C,Apartment,Paris 9th (75009),3,True,rent,3,4,3,123.88
2180,B,C,Apartment,Paris 14th (75014),2,True,rent,Ground,2,2,65.0
6000,D,B,Apartment,Paris 7th (75007),2,True,rent,5,5,2,122.8
3800,D,E,Apartment,Paris 7th (75007),2,True,rent,2,4,2,90.73
1630,G,G,Apartment,Paris 7th (75007),1,True,rent,2,2,1,42.8
3180,E,F,Apartment,Paris 4th (75004),2,True,rent,2,4,2,88.79
1261,E,B,Apartment,Paris 1st (75001),1,True,rent,4,2,1,27.19
2240,G,G,Apartment,Paris 2nd (75002),2,True,rent,6,2,2,60.43
1800,D,E,Apartment,Paris 13th (75013),2,True,rent,Ground,3,2,57.06
923,G,G,Apartment,Paris 5th (75005),2,True,rent,2,1,2,31.0
1900,D,E,Apartment,Paris 5th (75005),1,True,rent,2,2,1,39.63
1200,D,E,Apartment,Paris 5th (75005),1,True,rent,7,2,1,18.24
1500,G,F,Apartment,Paris 6th (75006),1,True,rent,3,1,1,37.59
2800,D,C,Apartment,Paris 17th (75017),3,True,rent,2,4,3,88.31
4850,D,B,Apartment,Paris 7th (75007),3,True,rent,6,5,3,140.0
4307,C,C,Apartment,Paris 16th (75016),3,True,rent,1,5,3,140.85
2380,G,F,Apartment,Paris 16th (75016),2,True,rent,7,4,2,83.0
1405,G,G,Apartment,Paris 16th (75016),2,True,rent,6,2,2,49.0
2830,D,E,Apartment,Paris 15th (75015),3,True,rent,3,4,3,85.32
6808,G,G,Apartment,Paris 4th (75004),5,True,rent,2,5,5,184.0
4004,C,C,Apartment,Paris 9th (75009),2,True,rent,2,5,2,124.79
1600,G,F,Apartment,Paris 6th (75006),2,True,rent,Ground,2,2,45.22
5450,A,A,Apartment,Paris 17th (75017),4,True,rent,2,5,4,170.65
2535,D,B,Apartment,Paris 15th (75015),2,True,rent,4,3,2,82.06
3600,D,D,Apartment,Paris 8th (75008),3,True,rent,4,4,3,114.88
1005,C,B,Apartment,Paris 13th (75013),1,True,rent,5,2,1,28.58
3690,C,D,Apartment,Paris 5th (75005),3,True,rent,3,4,3,108.47
5310,A,A,Apartment,Paris 17th (75017),4,True,rent,5,5,4,136.0
1609,B,C,Apartment,Paris 4th (75004),1,True,rent,7,3,1,49.37
1810,G,F,Apartment,Paris 8th (75008),1,True,rent,6,2,1,57.0
3140,G,F,Apartment,Paris 8th (75008),3,True,rent,6,4,3,110.0
2280,G,G,Apartment,Paris 4th (75004),3,True,rent,1,3,3,60.0
5200,G,G,Apartment,Paris 4th (75004),4,True,rent,5,5,4,130.0
4958,G,G,Apartment,Paris 4th (75004),4,True,rent,3,5,4,134.0
4000,F,E,Apartment,Paris 16th (75016),2,True,rent,4,5,2,136.0
4198,G,F,Apartment,Paris 8th (75008),3,True,rent,5,4,3,132.86
5420,D,B,Apartment,Paris 7th (75007),4,True,rent,3,5,4,147.0
2100,C,D,Apartment,Paris 7th (75007),1,True,rent,4,2,1,46.58
3800,G,G,Apartment,Paris 5th (75005),3,True,rent,2,4,3,96.02
2950,A,A,Apartment,Paris 9th (75009),2,True,rent,4,4,2,95.2
4300,B,C,Apartment,Paris 4th (75004),4,True,rent,3,5,4,107.0
2600,D,E,Apartment,Paris 9th (75009),2,True,rent,3,3,2,80.51
2400,D,B,Apartment,Paris 7th (75007),1,True,rent,7,2,1,52.0
4275,D,B,Apartment,Paris 15th (75015),4,True,rent,3,5,4,118.0
5099,G,G,Apartment,Paris 8th (75008),3,True,rent,5,6,3,168.67
4500,A,A,Apartment,Paris 12th (75012),4,True,rent,8,5,4,112.85
1450,G,G,Apartment,Paris 16th (75016),2,True,rent,5,2,2,48.0
2900,G,G,Apartment,Paris 16th (75016),2,True,rent,9,4,2,77.75
3479,C,D,Apartment,Paris 9th (75009),3,True,rent,2,6,3,123.88
7000,F,E,Apartment,Paris 16th (75016),4,True,rent,6,6,4,180.07
5820,D,B,Apartment,Paris 7th (75007),3,True,rent,4,5,3,138.43
3000,B,C,Apartment,Paris 1st (75001),2,True,rent,4,3,2,75.0
1900,E,B,Apartment,Paris 7th (75007),2,True,rent,3,3,2,42.13
6300,D,E,Apartment,Paris 6th (75006),3,True,rent,3,3,3,122.8
4924,G,A,Apartment,Paris 8th (75008),3,True,rent,3,5,3,154.0
10000,G,G,Apartment,Paris 17th (75017),4,True,rent,2,6,4,155.0
3050,G,G,Apartment,Paris 5th (75005),2,True,rent,6,4,2,86.91
1661,D,E,Apartment,Paris 6th (75006),2,True,rent,2,3,2,49.26
3950,F,F,Apartment,Paris 17th (75017),1,True,rent,5,3,1,90.1
6000,F,F,Apartment,Paris 17th (75017),3,True,rent,4,5,3,182.2
2300,A,A,Apartment,Paris 17th (75017),1,True,rent,4,3,1,62.0
5500,D,E,Apartment,Paris 16th (75016),3,True,rent,1,5,3,170.36
3300,D,E,Apartment,Paris 7th (75007),2,True,rent,3,3,2,80.0
1950,D,E,Apartment,Paris 9th (75009),1,True,rent,1,2,1,52.0
7400,F,E,Apartment,Paris 16th (75016),4,True,rent,6,8,4,208.0
1850,G,G,Apartment,Paris 16th (75016),1,True,rent,6,2,1,63.0
3750,C,B,Apartment,Paris 7th (75007),3,True,rent,1,5,3,112.6
1990,B,B,Apartment,Paris 3rd (75003),1,True,rent,1,2,1,47.5
1542,B,B,Apartment,Paris 3rd (75003),1,True,rent,7,2,1,51.03
2015,D,D,Apartment,Paris 16th (75016),2,True,rent,2,2,2,63.0
1500,E,E,Apartment,Paris 7th (75007),1,True,rent,Ground,2,1,34.21
